,Message,Label,Language
4854,texted. finished long time ago showered er'ything!,0,en
4855,quite ok bit ex... u better go eat smth else i'll feel guilty...,0,en
4856,camera - awarded sipix digital camera! call 09061221066 fromm landline. delivery within 28 days,1,en
4857,private! 2003 account statement shows 800 un-redeemed s.i.m. points. call 08718738001 identifier code: 49557 expires 26/11/04,1,en
4858,kalbinin sesini dinle heyecan verici tasarimi sasirtan ic hacmiyle yeni i20 hyundai plazalarinda teste hazir! ayrintili bilgi icin: www.yenihyundaii20.com,1,tr
4859,assalamualaikum. yg tau kalo file penilaian mana? fb?,0,id
4860,değilde senden bişey istemiyorum,0,tr
4861,"dunya nin hizli bahis kabul eden sitesi intbet24.com u simdi deneyin. yuksek oranlar, hizli cekim. www.intbet24.com kaybetmek yok",1,tr
4862,cep subesine giris yaparak n11comdan yurtdisi tatillerde gecerli 300 tllik indirimi kullanmak icin n11comyurtdisiturlari adresine kodlarinizi yuklemeniz yeterli olacaktir son kullanim tarihi 31 araliktir kampanya detaylari icin tiklayin URL TOKEN g,1,tr
4863,won! valued vodafone customer computer picked win å£150 prize. collect easy. call 09061743386,1,en
4864,de.. kagi nyoba ngejar..,0,id
4865,"hungry gay guys feeling hungry 4 it, now. call 08718730555 10p/min. stop texts call 08712460324 (10p/min)",1,en
4866,hello darlin ive finished college txt u finish u love kate xxx,0,en
4867,"maaaaaaaaf, lupaaa, hp nyala dadi pagi pulang kosan, maaf pisaaaan :(",0,id
4868,daily text ûò favour time,0,en
4869,urgent 2nd attempt contact u. å£900 prize yesterday still awaiting collection. claim call 09061702893. acl03530150pm,1,en
4870,"mudo'dan gece kusu! bugun 17.00'den kapanisa kadar giyim,aksesuar secili mudo concept urunlerinde indirimlere ek 150tl uzeri alisverislerinize %25 indirim.",1,tr
4871,i̇yidir bişey sorucam,0,tr
4872,terima kasih paket data indosat. info detail tekan *123#,1,id
4873,yoruldum artık. dönem stres yaptım,0,tr
4874,next &lt;#&gt; hours imma flip shit,0,en
4875,"sony mex-n4000bt cd/blueth teyp 279tl, pioneer avh-x1600dvd 2din 575tl, sony gtr-121l 2000w subwoofer 143tl, next minix hd uydu 92tl, kapasitor 34tl 02124386676",1,en
4876,sevgililer gununde sevip soyleyemeyenler icin care burada hemen tikla URL TOKEN trcllim sg3,1,tr
4877,wish u many many returns day.. happy birthday vikky..,0,en
4878,im spreading gojek love download gojek app URL TOKEN gojekcom app input referral code 545075264 get rp 50000 free credit first booking gojekgotmehere,1,en
4879,"sister.. belongs 2 family.. hope tomorrow.. pray 4 her,who fated 4 shoranur train incident. lets hold hands together &amp; fuelled love &amp; concern prior 2 grief &amp; pain. pls join dis chain &amp; pass it. stop violence women.",0,en
4881,senin nasil arastirma görevlisi olacak mi,0,tr
4882,money...as you...money aint thing....how sha!,0,en
4883,peki pasam ;) iyi aksamlar,0,tr
4884,i̇dare etsinler yapcak bisey yok,0,tr
4885,road cant txt,0,en
4886,cift hatli general mobile 4g android one ozel fiyat sadece 649tl! n11.com/general sms iptal icin n11 iptal yazip 2924'e gonderebilirsiniz mersis:0309034533200013,1,tr
4887,kalau mau bikin model/controller mending per apa y?,0,en
4889,"[promo] beli paket flash 1gb my telkomsel app dpt extra kuota 2gb 4g lte extra nelpon 100mnt/1hr. buruan, cek tsel.me/mytsel1 s&k",1,id
4890,oh yeah! diet flew window,0,en
4891,"internet ucreti odemeden sinirsiz muzik dinlemek turkcell muzik'ten size ozel 1 ay hediye! hemen muzikdinle yazip 2222'ye gonderin, turkcell muzik'i kesfedin.",1,tr
4892,"maaf tolong uangnya ditransfer bank xxx an. xxx no.rek 2952149xxx, ditransfer sms saja, terima kasih",1,id
4894,well obviously people cool college life went home ;_;,0,en
4895,nothing ever easy. looking reason take risk life love,0,en
4896,bir soracağım kaç tane el-yüz havlun var,0,tr
4897,ben iyiyim,0,tr
4898,gaes gaes mau drakor gaes besok yawww,0,en
4899,u wake already? thanx 4 e tau sar piah quite nice.,0,en
4900,yazdığın adresi gönder bana burslu yüksek lisans müthiş olacak,0,tr
4901,tunggu aja lobi kalo ya...,0,id
4902,"permintaan diproses. paket internet non-aktifkan, berlaku tariff dasar internet.",0,id
4903,"cool tyler take we're gonna buy drop place later tonight. total order quarter, got enough?",0,en
4904,* gonna ring weekend wot?,0,en
4905,ben öğretmenevinde kalıyorum,0,tr
4906,send naughty pix? :),0,en
4907,blm mad ntr sore td udh ktmu,0,id
4908,gas station. go there.,0,en
4909,şimdi aradı 1 saat sonra beni arayıp söyleyecek ismini verdim bakacak,0,tr
4910,pesan resmi pt.3care indonesia berkat isi ulang no. resmi meraih hadiah ke-1 kode pin {8jf2177} u/info hadiahlik: www.berkat-isiulang3care.blogspot.com,1,id
4911,much cost approx . per month.,0,en
4912,size ozel kampanya: kigili'da babalar gunu'ne ozel 150 tl uzeri ilk alisverisiniz 20 tl indirimli! ustelik sadece 4 gun %60+%10 sansli indirim firsatiyla. bilgi icin sabit hatlardan: 0800 261 1938. tekliflerimizi almak istemiyorsaniz kigili yazip 2454'e gonderebilirsiniz,1,tr
4913,wanted ask ì_ wait 4 finish lect. cos lect finishes hour anyway.,0,en
4914,3. received mobile content. enjoy,1,en
4915,also hi wesley how've,0,en
4916,halledeiz,0,en
4917,let ur heart ur compass ur mind ur map ur soul ur guide u never loose world....gnun - sent via way2sms.com,0,en
4918,güzelsin bi yüzünü saklamasaydın,0,tr
4919,forgot 2 ask ì_ smth.. there's card da present lei... how? ìï want 2 write smth sign it?,0,en
4920,rahatsız olunacak var gerçekten anlayamıyorum :(,0,tr
4921,"blackberry online big sal 50% bb z10 rp. 4 jt dakota rp.2,8 jt samsung note ii rp. 3 jt iphone 5 16gb rp. 3jt laptop,camera&dll minat, invite bbm pin : 25a4ff8c",1,en
4922,normal kilo almak 10 fazla 12 falan alman gerekiyormus son aylara doğru,0,tr
4923,"dont worry, 1 day big lambu ji vl come..til enjoy batchlor party:-)",0,en
4924,kallis wont bat 2nd innings.,0,en
4925,sürat kargo yarın sorduralım bende dışardaydım sağlıklı olur :),0,tr
4926,"hi amy, sending free phone number couple days, give access adult parties...",1,en
4927,"hemen hediye astro burcunu yaz mesaji cevapla, ask, saglik, para aile konularinda astrolojik tuyolar 10 gun boyunca ucretsiz cebine gelsin. ornek: hediye astro boga listeden cikmak icin red yaz 9226'ya gonder. mh:08505321798",1,tr
4928,dagi'de bayrama ozel kampanyalar devam ediyor!!! bay - bayan ic giyimde 2.urune %50 indirim kampanyamiz bugun baslamistir sms almamak icin ret yaz 3347 gonder,1,tr
4929,call me.,0,en
4930,parafla 1 aralika kadar carrefoursalarda farkli gun tek seferde yapacaginiz 3 adet 75tl uzeri isleme 25tl parafpara URL TOKEN urlparafcardcomtr 11,1,tr
4931,hangi filme gittin?,0,tr
4932,paraf uyesi beyaz esya elektronik magazalarinda parafinizi kullanin 5 taksit 2ay erteleme firsatindan yararlanindetay URL TOKEN urlparafcardcomtr 21,1,tr
4933,digerleri yok seninkiler bende takimdan bir tane var çorap sepetinde olması lazım kalın çorapların içine koymuştuk,0,tr
4934,"masukin aja dulu, data pasien sana.",0,id
4935,hope scared!,0,en
4936,"is bankasi altin bulusmalari 13 agustos persembe gunu mugla sbde! altin,ziynet esyalarinizi getirin,karsiligi kadar altin hesabiniza yatsin.tel:02522141297 - iletisim tercihlerinizi degistirmek icin:internet subesi 08507240724 turkiye is bankasi a.s.",1,tr
4937,tersrrah aja. pagi nggak pa2,0,id
4938,yok yok değilmiş :),0,tr
4939,sister got placed birla soft da:-),0,en
4940,yurtdışında master ayarlayabilecek süper olur,0,tr
4941,motorlu tasitlar verginizi odeyerek kazandiginiz digiturk play indirim kodunuz: 752565066588761. bilgi icin garanti.com.tr,1,tr
4942,thinked me. first time saw class.,0,en
4943,bencede fıstık iş başlasın bulur tanıdık ;),0,tr
4944,office na.,0,en
4945,yarin aksam giderseniz uyar bana,0,tr
4946,right wasnt phoned someone number like yours!,0,en
4947,need drug anymore.,0,en
4948,"tolong uangnya transfer bank ----- an ardiansyah 5500248418, ditransfer sms saja, terima kasih",1,id
4949,"could work, we'll reach consensus next meeting",0,en
4950,free now?can call now?,0,en
4951,eh u remember 2 spell name... yes did. v naughty make v wet.,0,en
4952,müsaitmisin,0,tr
4953,"terima kasih tlh isi ulang tgl. 20.02.2016. gratis nelpon 60menit+video, tekan *900*9# yes/ok",1,id
4954,hadi furkan bizde mi kalacak yada öyle bişey dedimi,0,tr
4955,osym sonuclari açıklandi burayi kazananlar yukleniyorlar heralde,0,tr
4956,bugün mesai oncesi belli olacakmis,0,tr
4957,can. dunno wat get 4 her...,0,en
4958,asked call ok,0,en
4959,hayri bey merhaba şifre gönderecektiniz müsait olduğunuz zaman gönderebilir misiniz iyi çalışmalar teşekkürler,0,tr
4960,"pamuklu nevresim takimlari %50 indirimle 49,99tl'den baslayan fiyatlarla magazalarimizda. sms almamak icin ret yazip 4909'a gonderin. mersis:0326026979700012",1,tr
4961,"favori kampanyaniz, yepyeni desenleriyle 3'lu kupa setleri hafta 9.90tl. magazalarda madamecoco.com 'da! sms iptal:5830 mc.mersis0273065777400019",1,tr
4962,"ur chance win å£250 wkly shopping spree txt: shop 80878. t's&c's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",1,en
4964,hi you. home calicut?,0,en
4965,u still painting ur wall?,0,en
4966,halledriz yavru :=),0,en
4967,willing go aptitude class.,0,en
4968,alquran sbgai pedoman org2 yg beriman.,0,id
4969,gencbankkartlilar yeni yilda cok trend gencbankkartlilara ozel 10 indirim firsati trendyolcomda ayrintili bilgi icin URL TOKEN bitly 1pyyapd sms almak istemiyorsaniz sms iptal yazip 4757ye gonderebilirsiniz mersis 6292228721472970,1,tr
4970,paracard'tan 30tl'ye varan bonus! 31ocak'a kadar tek seferde 50tl uzeri alisveris yaptiginiz gun icin 5tl bonus! 3340a elli yaz gonder paracard.com.tr/50,1,tr
4971,metehan,0,tr
4972,dhoni luck win big title.so win:),0,en
4973,"hujan semalaman ruang kamar kayanya gabisa nyalain (:() nunggu kering nyala, smg ujannya berenti 🙏",0,id
4974,hocam b'ni aramışsınız,0,tr
4975,hey company elama po mudyadhu.,0,en
4976,"hmmm... guess go 4 kb n power yoga... haha, dunno tahan power yoga anot... thk got lo oso, forgot liao...",0,en
4977,"kampanya:vakifbank worldcardla 5-31 aralik arasi farkli gunlerde,pesin yapacaginiz 5 adet 100tl uzeri gida,giyim,elektronik alisverisine 50tl worldpuan icin aralik yazip kart son 6 hanesini 6635e gonderin.kampanya sms iptali icin vbred yazin 6757ye ucretsiz gonderin.",1,tr
4978,"new theory: argument wins situation, loses person. dont argue ur friends just.. . . . kick &amp; say, i'm always correct.!",0,en
4979,k.:)you girl waiting reception ah?,0,en
4980,happy birthday... may u find ur prince charming soon n dun work hard...,0,en
4981,"aight, text tonight we'll see what's",0,en
4982,sezon finali basladi! sizin icin sectigimiz urunlerde 3 al 2 ode kampanyasi yaz mevsimini bitiriyoruz. keyifli alisverisler dileriz.,1,tr
4983,aynen üzülme olur bunlar,0,tr
4984,tell friend come round til like &lt;#&gt; ish?,0,en
4985,sana ozel kampanyayla 500 tl uzeri beymen collection erkek urunu alisverisinden 100 tl degerinde paracik kazan son gun 17 ocak kampanya detay URL TOKEN googl 2jxg6b sms almak istemiyorsaniz ret hopi yazip 3347ye gonderin mersis no 0335041279900014,1,tr
4986,hi probably much fun get message thought id txt u cos im bored! james farting night,0,en
4987,ok another number,0,en
4988,"\life nothing wen v get everything\"". \""life everything wen v miss something \"". real value people wil realized absence.... gud mrng""",0,en
4989,bayramınızı sevdiklerinizle mutlu huzurlu geçirmeniz dileğiyle. iyi bayramlar :),0,tr
4990,iya dy?haha sabar bgt anaknya teh jd we yg gtau ngomong :(,0,id
4991,"serkan'un maçı varmış, saat 20:00-21:00 arasında kaç gitmeyi planlıyorsunuz",0,tr
4992,dad went oredi...,0,en
4993,internet cep subesi gormediginiz ulke kalmasin 17 eylul tarihine kadar giris yapin pegasus yurtdisina 30 indirimle ucun detaylar icin URL TOKEN googl 70ovic kampanyalarimizla ilgili ucretsiz sms almak istemiyorsaniz smsiptal yazip 3342ye,1,tr
4994,"assalamualaikum bu. nama1 mhsi ilkom 2012 dpt pembimbing skripsi. mohon maaf bu, minggu kampus ap aj bu? terima kasih.",0,id
4995,"erken gelen bayram kredisi firsatlari devam ediyor!cazip faiz oranlari kredi icin aralarinda bosluk birakarak "" bayram, tc kimlik no, gelir bilgisi, talep edilen tutar"" yazip 3452'ye sms gonderin, firsati kacirmayin!444 0 400 halkbank dialog",1,tr
4996,anything lor.,0,en
4997,aa nya tau kl wajah nama1 beda pas gaya (up),0,id
4998,abi s3 cam 70 tl,0,en
4999,wanna watch movie,0,en
5001,"04-17 kasım'da carrefoursa teknoloji bayramını kaçırmayın! avantajlı fiyatlarla alışverişinizi akbank kredi ekspres ihtiyaç kredisi yapın, dilerseniz 2015'te ödemeye başlayın! kredili alışveriş detaylı bilgi carrefoursa hipermarketlerinde",1,tr
5002,"melekiyi geceler,ben kendimi iyi hissetmiyorum, yarin icin bana izin yazabilir misiniz? figen hocaya soyliycem.",0,tr
5003,vote wherever heart guides,0,en
5004,i'm aight. wat's happening side.,0,en
5005,yesterday . going home.,0,en
5006,zeyno çocuklar havuz istiyor sen villa 1000 verirmisin,0,tr
5007,"sad story man - last week b'day. wife did'nt wish me. parents forgot n kids . went work. even colleagues wish. entered cabin pa said, '' happy b'day boss !!''. felt special. askd 4 lunch. lunch invited apartment. went there. said,'' u mind go bedroom minute ? '' ''ok'', sed sexy mood. came 5 minuts latr wid cake...n wife, parents, kidz, friends n colleagues. screaming.. surprise !! waiting sofa.. ... ..... ' naked...!",0,en
5008,480dk ucretsiz konusma firsatta! 3 gun icerisinde 30tl yukleyin 30 gun boyunca hafta sonlari turkcell lilerle 480dk ucretsiz konusun. turkcell in kampanya hizmetlerinden sizi haberdar etmemizi istemiyorsaniz iziniptal yazip 2780 e gonderebilir,1,tr
5009,yunny... i'm goin late,0,en
5010,"taksitli nakit avans artik ucretsiz. nakit ihtiyaclariniz icin ayda 63tl'den baslayan taksitlerle 4440333,internet sube garanti paramatikler'de sizi bekliyor",1,tr
5011,waiting call sir.,0,en
5012,yeah sure i'll leave min,0,en
5013,maç saat kacta 8 mi,0,tr
5014,anything valuable 2 situations: first- getting it... second- loosing it...,0,en
5015,belanja online toko resky discon 50% bb laptop samsung ipad nokia dll u/pemesanan/order call/sms 085322222699 kunjungi web kami di www.reskiy-shop.blogspot.com,1,en
5016,good hear,0,en
5017,captain vijaykanth comedy captain tv..he drunken :),0,en
5018,paraf 31 aralika kadar paraf uyesi giyimaksesuarkozmetik magazalarinda 50tl üzeri taksitli islemlerde 4 taksit URL TOKEN urlparafcardcomtr 3e,1,tr
5019,den wat e schedule b lk sun?,0,en
5020,"diuji, pa. insya allah siang kampus, mudah2an pa eka nya ada.",0,id
5021,"bears pic nick, tom, pete ... dick. fact, types try gay chat photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",1,en
5023,ntar kirim link nya,0,id
5024,"awesome, plan get time like &lt;#&gt; , i'll text details wee bit",0,en
5025,ben yüksek yapıyorum dokuz eylul,0,tr
5026,chance might evaporated soon violated privacy stealing phone number employer's paperwork. cool all. please contact report supervisor.,0,en
5027,"world'e ozel 75 tl'ye varan worldpuan sizi bekliyor. world kartinizla alisveris yapin, worldpuan firsatini kacirmayin. www.hizlial.com",1,tr
5028,hadi sorun çalışmadımı?,0,tr
5029,"i'm not. can't give everything want need. actually could better yor own--you've got money do. can't get work, can't get man, can't pay rent, can't even fill fucking gas tank. yes, i'm stressed depressed. even call home thanksgiving cuz i'll tell i,m nothing.",0,en
5030,"olsun, güzel oldu bence, yükümüzü hafiflettin :)",0,tr
5031,udah ditambahin,0,id
5032,bi sorayım dedim tam olarak belli deil demiştin,0,tr
5033,çeyizlik herhalde süs olsun :),0,tr
5034,bahar hediyeleriyle geldi cekilise hemen katilin birbirinden degerli 28 hediyeden 1i sizin olsun detayli bilgi katilim icin URL TOKEN bitly 1eqlclr,1,tr
5036,take care sleep well.you need learn change life.you need get convinced that.i wait conversations us.get convinced time.your family many senses.respect overemphasise.or u role life.,0,en
5037,fark almiyoruz!! fizik tedavi polikliniklerimizde muayene ucret farki almiyoruz. randevu 4447686 sms iptali icin romatem yaz 5306ya gonder. mer0735053756300026,1,tr
5038,oyle oldu valla tablet kazandim burda onlarda verdi :),0,tr
5039,"promise take good care you, princess. run now. please send pics get chance. ttyl!",0,en
5040,nya instagram,0,id
5042,"motivate behind every darkness, shining light waiting find it... behind every best friend, always trust love... bslvyl",0,en
5043,"7-11 mayis tarihleri arasinda internet subesi'ne giris yaptiniz, www.kosuyorum.net'ten 100 tl uzerindeki harcamalariniz icin %15 indirim kazandiniz. kodunuzu 24 mayis tarihine kadar kullanabilirsiniz.keyifli alisverisler. kodunuz: 3zg9jw",1,tr
5044,bilemedim :-),0,tr
5045,"me, dont know oh",0,en
5047,turkcell ramazan coskusu paylasarak cogaliyor! sevdiklerinize gonderebileceginiz iftardan sahura tam 2 saat konusma turkcell den hediye! ramazan bosluk hediye etmek istediginiz numarayi yazip (ramazan 5xxxxxxxxx) 2222ye gondermeniz yeterli.,1,tr
5049,"bahar serin gececek! derimod depo'larda indirimde son hafta. tum deri ceketler 349 tl'den baslayan fiyatlarla, ustelik world'e ozel 8 taksit imkaniyla.",1,tr
5050,allo! braved buses taken trains triumphed. mean weû÷re bû÷ham. jolly good rest week,0,en
5051,kampanyaphilips buhar kazanli utu 50 indirimle 299tlucretsiz ayni gun kargo20tl hediye ceki URL TOKEN googl 2udtxf sms cikmak icin kliksa ret yaz 4933e yolla,1,tr
5052,"contacted dating service someone know! find is, call mobile landline 09064017305 pobox75ldns7",1,en
5053,love give massages. use lots baby oil... fave position?,0,en
5054,ben aliyimmi seni?,0,tr
5055,toplamadımı hala?,0,tr
5056,hocam sen itiraz dilekçesi yaz dedi yazdım serkan verecek biliyorum değişmeyecek,0,tr
5057,kampanyavakifbank worldcarddan 31 temmuza kadar mobilyakuyumelektronik esyakonaklamada toplam 3500tl alisverise 50tl 6000tl alisverise 100tl worldpuankatilmak icin ev yaz kart son 6 haneyi 6635e gonder kampanya smsi almak istemiyorsaniz vbred yazin 6757ye ucretsiz gonderin bilgi URL TOKEN bitly 1qh1,1,tr
5058,iû÷m parked next mini!!!! coming today think?,0,en
5059,"taksitli nakit avans artik ucretsiz! ustelik 8013 biten kartinizla 9 taksite ozel %2,02 yerine %1,49 faizle! son gun 28 subat bonus.com.tr/3 bilgi:4440333",1,tr
5060,congratulations ur awarded either yrs supply cds virgin records mystery gift guaranteed call 09061104283 ts&cs www.smsco.net å£1.50pm approx 3mins,1,en
5061,ride equally uneventful - many pesky cyclists around time night ;).,0,en
5062,"kurban satisimiz basladi!buyukbas 1/7hisse 750tl,karaman koc 690tl 9taksit farkli urunlerde kullanabileceginiz 100tldegerinde indirim kuponlari sizi bekliyor",1,tr
5063,campus. library?,0,en
5064,ard 4 lor...,0,en
5065,"v-aluable. a-ffectionate. l-oveable. e-ternal. n-oble. t-ruthful. i-ntimate. n-atural. e-namous. happy \valentines day\"" advance""",0,en
5066,"oh yes, like torture watching england?",0,en
5067,tum konfeksiyon urunlerinde %50 ye varan indirim baslamistir.keyifli alisverisler dileriz. (mesaj almak istemiyorsaniz ret yaz 3347'ye sms gonderiniz),1,tr
5068,"know someone know fancies you. call 09058097218 find who. pobox 6, ls15hb 150p",1,en
5069,s.s:)i thinl role like sachin.just standing. others hit.,0,en
5070,intel islemcili asus notebooku 648 tlye ucretsiz ayni gun kargo imkaniyla al bonusu kap URL TOKEN bitly 1c2qyhb,1,tr
5071,dagi'de buyuk yaz kampanyasi!!! tum plaj urunlerinde net %50 kampanyamiz baslamistir. (bu mesaji almak istemiyorsaniz ret yaz 3347'ye msj gonder),1,tr
5072,"beslenme yazip 1120'ye gonderin, vucudumuzun duzenli dengeli calismasi icin gerekli saglikli beslenme onerileri ucretsiz olarak cebinize gelsin. iletisim tercihlerinizi degistirmek icin iptal yazip 5203'e gondebilirsiniz. #cepsaglik",1,tr
5073,saw guys dolls last night patrick swayze great,0,en
5074,"hatemoglu mugla festiva outlet'de panayir gunleri basladi. gomlek 19.90, pantolon 39.90, triko 39.90, ceket 99.50, kaban 129,50tl. keyifli alisverisler..",1,tr
5075,i̇yi geçio tatil nası geçsin idare eder işte,0,tr
5076,ramazan bayramınız mübarek olsun,0,tr
5077,okie scared u say fat... u dun wan already...,0,en
5079,paraf anlasmali mobilya markalarinda 9 taksit 3 ay erteleme ayricaligi! ayrintili bilgi anlasmali markalar parafcard.com.tr de. son gun 30 agustos!,1,tr
5080,"i.ll always there, even spirit. i.ll get bb soon. trying sure need it.",0,en
5081,"b.duzu arcelik ferhat ticarette haftasonuna ozel 8kg camasir 1.199, no-frost 1.099, 3'lu ankastre set 999,led tv 102 ekran 999 tl.onur market yani 02128732817",1,en
5082,ya srsly better yi tho,0,en
5083,"especially since talk boston personal statement, lol! woulda changed realized said nyc! says boston now.",0,en
5084,"hp dizustu bilgisayar %35 indirimle sadece 1,599 tl! n11.com/hp sms iptali icin n11 iptal yazip 2924'e gonderebilirsiniz mersis:0309034533200013",1,tr
5085,daldın,0,tr
5086,ooo tamam beraber yemek yiyelim,0,tr
5087,i̇yiydi önce,0,tr
5088,mainkan games mu beli koinnya pakai pulsamu cek URL TOKEN tselme jajanonline,1,id
5089,size ozel 2500 tl kredili mevduat hesabiniz hazir. hemen kullanabilmeniz icin sizi yakin subemize bekliyoruz. basvuru icin son tarih: 17/04/2015,1,tr
5090,bilgi islemdeyim calisiyorum,0,tr
5091,bir çıkacağım galiba hadi inşallh dua etmekten iflahım söküldü,0,tr
5092,i'm turning phone. moms telling everyone cancer. sister stop calling. hurts talk. can't put it. see u u get home. love u,0,en
5093,geçtiniz mi annemlere yılmaz gelmedi,0,tr
5094,kardes yarin sabah a101 e ugramam lazim. eger sen gidersen yarin senin arabayla gidelim. sana uymazsa yarin ben benim arabayla gelirim.,0,tr
5095,u subscribed best mobile content service uk å£3 per ten days send stop 83435. helpline 08706091795.,1,en
5096,evet şekerim bende beğenmiştim,0,tr
5097,"sn. kuru,bu hafta sonu 50tl cek sadece size ozel 75tl degerinde!boyner'de 200tl alisveriste kazanilan cekler 100tlde harcanir.sifre 86zxxmy63.songun21.12",1,tr
5098,derimod'dan muhtesem final! simdi sezonun moda deri ceket ayakkabilari %70'e varan indirimlerle sizleri bekliyor.ustelik world'e ozel 8 taksit imkaniyla!,1,tr
5099,napiyo yakisiklim,0,tr
5100,gone get info bt dont know,0,en
5101,kampanya philips qg338016 erkek bakım seti 9u 1 arada 15990 tlkargo bedavaURL TOKEN hpsim 1m çıkmak içinhbsms yaz 3172ye göndermersis no0265017991000011,1,tr
5102,wow! diskon 50% utk pembelian paket flash 6gb + bonus 60menit rp60rb utk 30hr *999*606# sekarang! tunggu buruan! s&k berlaku,1,id
5103,yaptiginiz 50.00 tl'lik alisverisinizi 3 ayda 16.67 tl'lik taksitlerle odemek icin hemen bol 3d8fgpgwf yaz 3340'a gonder. ucret sadece 1.20 tl,1,tr
5104,şimdi iyiyim,0,tr
5105,kampanya alırsan al 10 tlsi bizden size özel 50 tl üzeri alışverişlerde geçerli 10 tl değerindeki hediye çekiniz hesabınızda URL TOKEN hpsim 5k çıkmak içinhbsms yaz 3172ye göndermersis no0265017991000011,1,tr
5106,araştır başka bulabilirsin bir lens önemli,0,tr
5107,bugune ozel super firsat 2249 tlye apple iphone 6 16 gb akilli telefon 75 tl worldpuan hediye URL TOKEN googl ftviys,1,en
5108,trip ok quite tiring lor. uni starts today ok 4 cos i'm taking modules jus concentrating final yr project.,0,en
5109,bugune ozel: samsung turkiye garantili samsung note 4 n910cq aninda indirim firsati 1.738tl. n11.com/note_4 sms iptal icin n11 iptal yazip 2924'e gonderebilirsiniz mersis:0309034533200013,1,tr
5110,silkandcashmere magazalarinda www.silkandcashmere.com'da 27 kasim black friday'e ozel tum urunlerde net %50 indirim maximum kart 100 tl uzeri alisverislere +3 taksit firsati! - iletisim tercihlerinizi degistirmek icin:internet subesi 08507200000,1,tr
5111,beauty life next second.. hides thousands secrets. wish every second wonderful ur life...!! gud n8,0,en
5112,"29 eylul sali gunu altinlarinizi mugla sube'ye getirin, bozdurmadan altin hesabiniza ucretsiz yatiralim. altinlariniz guvenle hesabinizda kalsin. mugla sube bilgi: 02522117030. ucretsiz sms almak istemiyorsaniz ""smsiptal"" yazip 3342'ye gonderebilirsiniz.",1,tr
5113,ur tonexs subscription renewed charged å£4.50. choose 10 polys month. www.clubzed.co.uk *billing msg*,1,en
5114,i'll b going 2 sch mon. sis need 2 take smth.,0,en
5115,devlet sırrı mübarek. telefon söylemiyor olduğunu,0,tr
5116,generali sigorta ucretsiz kolay kasko veriyor 1 nisan sakasi degildir hemen 0850 555 55 55i arayin URL TOKEN googl aeb1vu tiklayin kaskonuzu alin,1,tr
5117,yilin son kelebegi! 31 aralik'ta yuzbinlerce kelebekli urunde %50'ye varan indirim firsatini kacirmayin! bilgi icin 4440956. ykm veritabaninda oldugunuz icin iletiyi aliyorsunuz. cikmak icin ret ykm yazip 5956'ya gonderin. mersis no: 2969818352347142 s,1,tr
5118,were/are free give. otherwise nalla adi entey nattil kittum,0,en
5119,got outta class gonna go gym.,0,en
5120,"amerika'dan ithal mucize cinsel performans seti gcbl türkiye'de. uzun keyifli geceler, saglikli bir cinsel hayat. ücretsiz bilgi icin: 08503330508",1,tr
5121,ok. every night take warm bath drink cup milk see work magic. still need loose weight. know,0,en
5123,s...i take mokka players only:),0,en
5124,year. many miles.,0,en
5125,kendi üstünüze düşeni yapalım gerisi allah kerim,0,tr
5126,lover ? need ...,0,en
5128,"hey... thk juz go accordin wat discussed yest lor, except kb sun... cos there's nt much lesson go attend kb sat...",0,en
5129,"how's loverboy ? keeps coming queen, hmmm ? ache speak ? miss desparately ?",0,en
5130,"alhamdulillah, makasih yaaa udah meluangkan 😘",0,id
5131,didnt complete gist oh.,0,en
5132,alt kat,0,id
5133,kampanya: loft'da tum urunlerde etiket yarisi kampanyasi baslamistir. iyi alisverisler dileriz. sms almamak icin 7889'a loftsu yazip gonderiniz. mh:5495520372,1,tr
5135,pindah jaringan 4g tercepat. tukar kartu gerai indosatooredoo jl.jend soedirman-purwokerto &dptkn bns rp25rb (utk nelp/sms indosatooredoo),1,id
5136,oh getting even u.... u?,0,en
5137,slmt no mendptkan hadiah 1 unit mobil honda jazz dr promo tri care 2016 dgn pin pemenang:454647lm lnfo klik:www.kejutanbimatri.blogspot.com,1,id
5138,way office da..,0,en
5139,"aktifkan iring coboy jr - terhebat. tekan *808*7#. info: 100&111 hits terbaru noah - engkau. aktifkan iring nya hp kamu. ketik mg noah02 kirim 808 info: 100&111 berkah iring rp 1000 dr yuni shara - akhirnya. aktifkan iring nya, tkn *808*1*2*3# ok/call. raih thr puluhanjt!. berhenti: unreg 808",1,id
5140,"kurban bayramında bir hisse kardeşliğe ayırın. kurban bedeli yurtiçi 625, yurtdışı 450tl'dir. bağışlarınızı diyanetvakfi.org.tr adresinden yapabilirsiniz",1,tr
5141,bilo simit alırsan bi tanede bana alırmısın ...,0,tr
5142,uğur aradı seni hafta sonu sınav görevi,0,tr
5143,güzelim benim lütfen sen kendini üzme değmeyecek şeylere,0,tr
5144,"terima kasih sahabat indosatooredoo. download video + bonus gratis nelpon 60 menit, hubungi *900*8#",1,id
5145,"gunluk iddaa tahmin kupon onerileri haftada sadece 2,1tlye cebinde! ustelik denemen icin ilk haftasi ucretsiz! kolay uyelik icin linke tikla: www.iddaadabugun.com/deneme iddaa yaz 3778 e gonder!",1,tr
